hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 1.00000, 2489.5, -0.869136, 2500.52, -119.586, 2486.28, 120.198, 203.72, 179.603, 202.508, 60.8618, 204.063, -59.3913
0, 2.00000, 2489.5, -0.869565, 2500.53, -119.585, 2486.27, 120.198, 203.691, 179.602, 202.495, 60.8615, 204.05, -59.3914
0, 3.00000, 2489.5, -0.869562, 2500.53, -119.585, 2486.27, 120.198, 203.691, 179.602, 202.495, 60.8615, 204.05, -59.3914
0, 4.00000, 2489.5, -0.869562, 2500.53, -119.585, 2486.27, 120.198, 203.691, 179.602, 202.495, 60.8615, 204.05, -59.3914
0, 5.00000, 2489.5, -0.869562, 2500.53, -119.585, 2486.27, 120.198, 203.691, 179.602, 202.495, 60.8615, 204.05, -59.3914
0, 6.00000, 2489.5, -0.869562, 2500.53, -119.585, 2486.27, 120.198, 203.691, 179.602, 202.495, 60.8615, 204.05, -59.3914
0, 7.00000, 2489.5, -0.869562, 2500.53, -119.585, 2486.27, 120.198, 203.691, 179.602, 202.495, 60.8615, 204.05, -59.3914
0, 8.00000, 2489.5, -0.869562, 2500.53, -119.585, 2486.27, 120.198, 203.691, 179.602, 202.495, 60.8615, 204.05, -59.3914
0, 9.00000, 2489.5, -0.869562, 2500.53, -119.585, 2486.27, 120.198, 203.691, 179.602, 202.495, 60.8615, 204.05, -59.3914
0, 10.00000, 2489.5, -0.869562, 2500.53, -119.585, 2486.27, 120.198, 203.691, 179.602, 202.495, 60.8615, 204.05, -59.3914
0, 11.00000, 2489.62, -0.864118, 2500.64, -119.58, 2486.36, 120.203, 204.073, 179.608, 202.875, 60.8672, 204.435, -59.3856
0, 12.00000, 2489.62, -0.864114, 2500.64, -119.58, 2486.36, 120.203, 204.073, 179.608, 202.875, 60.8672, 204.435, -59.3856
0, 13.00000, 2489.62, -0.864114, 2500.64, -119.58, 2486.36, 120.203, 204.073, 179.608, 202.875, 60.8672, 204.435, -59.3856
0, 14.00000, 2489.28, -0.880447, 2500.32, -119.595, 2486.09, 120.188, 202.927, 179.589, 201.736, 60.8502, 203.28, -59.4029
0, 15.00000, 2488.82, -0.902245, 2499.9, -119.615, 2485.73, 120.168, 201.398, 179.564, 200.217, 60.8273, 201.741, -59.4259
0, 16.00000, 2488.82, -0.902262, 2499.9, -119.615, 2485.72, 120.168, 201.399, 179.564, 200.216, 60.8271, 201.742, -59.426
0, 17.00000, 2489.16, -0.885923, 2500.22, -119.6, 2486, 120.183, 202.546, 179.583, 201.355, 60.8442, 202.897, -59.4087
0, 18.00000, 2489.39, -0.87502, 2500.43, -119.59, 2486.18, 120.193, 203.31, 179.595, 202.115, 60.8557, 203.666, -59.3972
0, 19.00000, 2489.5, -0.869567, 2500.53, -119.585, 2486.27, 120.198, 203.691, 179.602, 202.495, 60.8615, 204.05, -59.3914
0, 20.00000, 2489.39, -0.875006, 2500.43, -119.59, 2486.18, 120.193, 203.309, 179.595, 202.116, 60.8558, 203.665, -59.3971
0, 21.00000, 2489.39, -0.875011, 2500.43, -119.59, 2486.18, 120.193, 203.309, 179.595, 202.115, 60.8558, 203.665, -59.3971
0, 22.00000, 2489.39, -0.875011, 2500.43, -119.59, 2486.18, 120.193, 203.309, 179.595, 202.115, 60.8558, 203.665, -59.3971
0, 23.00000, 2489.39, -0.875011, 2500.43, -119.59, 2486.18, 120.193, 203.309, 179.595, 202.115, 60.8558, 203.665, -59.3971
